index,songName,artist,moodID,spotifyID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
12,Screaming For Vengeance,Judas Priest,1,5xmmAlr7JqT53WqacPRhLA,0.375,0.976,9,-5.498,1,0.0895,0.0118,3.46E-06,0.527,0.208,112.813
14,Sermon,Drowning Pool,1,4oNqHXaoXGU0ABoD3uMxy1,0.545,0.876,5,-5.232,1,0.0395,0.000107,0.00606,0.218,0.392,105.9
15,Shade Of Blue,Black Rebel Motorcycle Club,1,4IrF50fbjzaeVPOVzaDoEY,0.274,0.86,7,-4.323,1,0.0569,0.264,0.189,0.115,0.607,175.064
16,Shitlist,L7,1,7fxpqs4G8vj3rFYbJnsG7w,0.419,0.916,1,-8.373,1,0.0604,9.20E-06,0.194,0.0751,0.496,128.98
17,Sick,Adelitas Way,1,7q3vcf5XpYU6Y1iX4ZzHAk,0.51,0.881,5,-3.718,0,0.0332,0.00839,0,0.122,0.385,100.002
18,Skinny Little Bitch,Hole,1,2TxYbRGmKGbVnSFRWlp1Qx,0.494,0.969,11,-3.695,1,0.144,1.54E-05,0.00261,0.363,0.476,126.013
19,Skinnyman,Static-X,1,6doZryBQYC5hQJdx1lyc2W,0.58,0.959,1,-5.594,1,0.0494,0.00126,0.233,0.131,0.817,91.421
20,So Bad,Eminem,1,5Ve4qBYAThGLTOva0hhoTa,0.773,0.811,1,0.496,1,0.0882,0.304,0,0.174,0.774,81.037
21,Somebody,Blue October,1,6WubPMpV2pABM8Q1BPdS5a,0.545,0.941,9,-4.709,1,0.101,0.000193,0.000108,0.137,0.506,115.067
22,Something Told Me,Coal Chamber,1,6VghB1jVqUGZqQQJDr3NOU,0.566,0.978,2,-4.2,1,0.068,0.0168,1.42E-05,0.303,0.376,113.224
23,Somewhat Damaged,Nine Inch Nails,1,0yUyPe5c1o5cCyV7aJkz6F,0.684,0.75,0,-7.651,0,0.0457,0.00113,0.201,0.204,0.353,110.028
24,South Of Heaven,Slayer,1,1f2nJKg780VxYIveVq6Xej,0.314,0.991,5,-3.867,0,0.318,0.000155,0.0477,0.0968,0.0395,138.975
25,Sowing Season,Brand New,1,5CyzIHM2IRSLz2Ke9hWwjz,0.475,0.703,4,-4.135,0,0.0393,0.00946,0.0911,0.203,0.203,114.297
26,Space Bound,Eminem,1,0sHW1jXe6Sou3437gJQNGA,0.668,0.886,0,-3.474,1,0.117,0.0417,0,0.459,0.503,142.002
27,Spaceship,Kanye West,1,1ko2NuvWlQdxtNRc8QQzmT,0.507,0.753,5,-5.31,0,0.19,0.503,0,0.573,0.657,178.068
28,Spade,Marilyn Manson,1,0psAHa14RKKmY8QUbg4Rhj,0.539,0.858,6,-5.872,0,0.0702,0.000228,0.00257,0.105,0.256,120.117
29,St. Anger,Metallica,1,3fOc9x06lKJBhz435mInlH,0.249,0.949,2,-2.642,0,0.0678,0.00131,0.0228,0.0953,0.498,185.252
30,Stan,Eminem,1,3UmaczJpikHgJFyBTAJVoz,0.78,0.768,6,-4.325,0,0.238,0.0371,2.34E-06,0.518,0.507,80.063
31,"Starfuckers, Inc.",Nine Inch Nails,1,5RxKqRKJva5ZcVa0ltdxuX,0.488,0.944,11,-6.076,0,0.0635,0.000281,0.601,0.496,0.3,146
32,Stationary Stationery,Anberlin,1,0WKril4ZJgpbwxlqvvPfOl,0.427,0.713,1,-11.451,1,0.0369,0.00218,0,0.0971,0.796,172.574
33,Stay Away,Nirvana,1,4l012k8ZcAdVbUvZ4kae5Q,0.367,0.981,11,-5.1,0,0.128,5.39E-06,0.0461,0.0822,0.205,165.21
34,sum 41,skumfuk,1,0SQWxG33k9aRva3V3V9b66,0.176,0.668,4,-6.865,0,0.089,0.0189,0.00023,0.339,0.12,176.027
35,Summer Cannibals,Patti Smith,1,4DYuuaIJ05vMp1FaISwkyn,0.561,0.871,9,-6.182,0,0.213,0.0359,1.28E-05,0.207,0.557,147.009
36,Surviving The Times,Nas,1,0BI9BYPVtp65GqNkVCl6tS,0.751,0.599,11,-8.183,0,0.336,0.0387,0.000236,0.426,0.353,95.702
37,Sweet Amber,Metallica,1,5fU6qjmD38P90BMsuqpiuU,0.479,0.913,0,-5.335,1,0.0625,0.00114,0.000107,0.226,0.413,93.213
38,T H T,Sum 41,1,17XgxMFNzBYv38TEJRC18D,0.359,0.935,8,-5.529,0,0.0817,0.000143,0.0141,0.351,0.658,173.429
39,Tell That Mick He Just Made My List Of Things To Do Today,Fall Out Boy,1,6mCjOSXkABONouTVa6PQOy,0.444,0.963,1,-3.565,0,0.108,0.000617,0,0.202,0.418,197.073
40,Thanks For Nothing,Sum 41,1,74YVs8w9ORaD0O2C2dlEL2,0.533,0.896,5,-4.247,1,0.0434,0.00239,1.09E-06,0.104,0.785,102.275
41,The Angry Mob,Kaiser Chiefs,1,2cWjAvvFJTQxBeKfm9Ssca,0.297,0.937,6,-3.527,1,0.0538,0.00226,6.42E-05,0.32,0.448,124.402
42,The Channel,Limp Bizkit,1,1G7AYvz95ouZmRlMYna97i,0.413,0.998,4,-3.938,1,0.248,0.000555,0.00959,0.289,0.0382,160.073
44,The Four Horsemen,Metallica,1,4YPgTCGJWAlHQ5g6eWoM8r,0.222,0.938,0,-6.91,1,0.375,0.00171,0.0845,0.108,0.329,203.098
45,The Key,Limp Bizkit,1,5Wt6nnGyzwQbQ2iHsGgM5S,0.667,0.997,0,-4.842,1,0.456,0.409,0,0.266,0.173,91.236
46,The Life And Death Of Mr. Badmouth,Pj Harvey,1,3pTAjWnz0BRJo9odLLQatA,0.707,0.369,10,-10.308,1,0.0298,0.712,0.0358,0.111,0.378,142.054
47,The Priest,Limp Bizkit,1,2p0mhChGr1OgOQX1QRtHyZ,0.396,0.852,7,-6.626,1,0.228,0.00437,0.0494,0.758,0.251,98.653
48,The Propaganda,Limp Bizkit,1,7m8leIR2d0XtLWm1lPXaKu,0.221,0.991,5,-4.509,0,0.268,0.000515,0.00135,0.175,0.164,80.969
49,The Ripper,Judas Priest,1,3OqBRDiMqrSUSD3E4fHm2l,0.401,0.57,2,-13.053,1,0.0493,0.0158,0.000114,0.403,0.567,145.567
50,The Story,Limp Bizkit,1,3fCk6T2IJsMVEZ45079urc,0.395,0.996,7,-4.764,1,0.214,0.000504,0.000107,0.234,0.291,93.128
51,The Surrender,Limp Bizkit,1,6nFqXBpJRPcyfay192nlyB,0.417,0.267,7,-13.768,1,0.0305,0.768,0.0941,0.183,0.0508,98.068
52,The Unforgiven,Metallica,1,2lF8jQFhIjpmQa501sYXxR,0.539,0.597,7,-9.581,1,0.0258,0.0108,0.00552,0.134,0.251,139.444
53,The Unnamed Feeling,Metallica,1,6gcGqslzlXlwt4UCjXxrgN,0.469,0.915,8,-5.235,1,0.0643,0.000826,0.00421,0.11,0.441,140.421
54,The Way I Am,Eminem,1,23wfXwnsPZYe5A1xXRHb3J,0.785,0.871,4,-2.692,0,0.265,0.144,0,0.309,0.315,87.248
55,Time for You to Go,Sum 41,1,4YZcr09gdEqBN43BS5kAVR,0.474,0.942,9,-4.107,1,0.101,0.000513,1.03E-05,0.188,0.51,158.004
56,"tyler, the creator",yonkers,1,1zsAAnB6dMpGOvXjoYP9Um,0.712,0.759,11,-5.397,1,0.334,0.016,0.0808,0.217,0.738,79.103
57,Underclass Hero,Sum 41,1,6dXizHF3KbmdvOgvMAhnQC,0.347,0.988,9,-2.979,1,0.127,0.000708,0,0.101,0.765,191.933
58,Use Your Fist And Not Your Mouth,Marilyn Manson,1,75fvUWJMuOQod5mfLEBVU9,0.658,0.923,9,-5.188,1,0.189,0.00147,8.27E-06,0.076,0.232,105.046
59,Violet,Hole,1,6CHENx8iqzMwavTIz8s0gm,0.287,0.78,7,-6.493,1,0.0469,0.049,3.71E-05,0.184,0.383,167.278
60,Want,Natalie Imbruglia,1,78foP0vBRj11NOU0j2WJi3,0.635,0.672,8,-6.592,0,0.0351,0.0167,0.00238,0.124,0.348,128.012
61,Want You Bad,The Offspring,1,6hwQ69v7VbPhTTR2fOtYX7,0.491,0.966,4,-4.28,1,0.0538,5.59E-05,0,0.307,0.614,105.544
62,Wargasm,L7,1,7b1snQi3wWfUPmRrPvK0ny,0.366,0.858,7,-9.215,1,0.0413,1.29E-06,0.645,0.0747,0.816,159.275
63,We'Re All To Blame,SUM 41,1,2cYoayTRed9m3scuQzKq8Z,0.204,0.891,8,-4.958,0,0.0863,0.00173,0,0.0874,0.285,80.396
64,What Are You,David Gray,1,5a2HkSeumnW3OGkNMSeFEz,0.449,0.753,5,-13.109,0,0.0323,0.000385,4.59E-05,0.321,0.77,96.116
65,Wherever I May Roam,Metallica,1,49rcSzMayJhIwGf0CJCaxJ,0.554,0.816,11,-7.871,1,0.0353,0.000526,0.000711,0.0988,0.362,131.409
66,Who Knew,Eminem,1,15joiMls8SpP1VtGivYh6i,0.855,0.596,7,-4.147,1,0.307,0.135,0,0.139,0.793,100.894
67,Who The Fuck_,Pj Harvey,1,1rWv1GWbyv9LMXRu3zOo55,0.512,0.782,7,-7.634,0,0.0516,0.0754,0.241,0.0936,0.686,123.526
68,With Teeth,Nine Inch Nails,1,1boT6T7To8iTK1RyM5xxJy,0.602,0.66,0,-8.935,1,0.032,0.192,0.391,0.203,0.351,98.082
69,You Could Be Mine,Guns N' Roses,1,0dlTGl67UFWcKupzkxZYOn,0.35,0.985,10,-5.676,0,0.122,0.00876,0.551,0.36,0.323,151.007
70,You Know What You Are_,Nine Inch Nails,1,4Hs5Fu5fHNPwHvKAiUXotu,0.5,0.975,10,-5.754,1,0.0954,0.0156,0.0277,0.299,0.266,160.027
72,1234,Feist,2,2CzWeyC9zlDpIOZPUUKrBW,0.71,0.484,2,-7.415,1,0.049,0.217,3.93E-06,0.0879,0.576,109.951
73,5 Years Time,Noah And The Whale,2,1KlDcHrlDPUJJPmMup3tUp,0.803,0.548,0,-7.103,1,0.12,0.351,0,0.0953,0.75,121.942
74,93 Million Miles,Jason Mraz,2,1s8tP3jP4GZcyHDsjvw218,0.573,0.454,3,-10.286,1,0.0258,0.479,1.36E-05,0.0974,0.515,140.187
75,A Name In This Town,Josh Thompson,2,7I65hK45DQNCU16slT1dEJ,0.659,0.896,2,-4.705,1,0.0287,0.0361,0,0.344,0.96,119.505
76,Alfie,Lily Allen,2,7CQf32iorpefGd4v8aMLvR,0.778,0.908,0,-5.275,1,0.0284,0.0184,0,0.0896,0.973,120.009
77,All Star,Smash Mouth,2,3cfOd4CMv2snFaKAnMdnvK,0.731,0.867,11,-5.881,1,0.032,0.0395,0,0.0861,0.776,104.019
78,All The Pretty Girls,Fun.,2,1TQyRzRnGJflBhUHAwtk1x,0.646,0.787,0,-4.654,1,0.0602,0.258,0,0.199,0.773,131.036
79,Amnesia,The Fabulous Thunderbirds,2,4rTLJgCSEjo4G7XTllf52d,0.524,0.888,0,-8.65,1,0.067,0.524,0.000229,0.0801,0.936,159.598
80,And Then You,Greg Laswell,2,0eyE0L7FbNrXaByFzMXT1C,0.63,0.342,7,-13.377,1,0.0245,0.817,0.00432,0.0965,0.552,77.515
82,Australia,"The,shins",2,6OwwTVRndoy9aoDxsmrteR,0.434,0.842,4,-4.468,1,0.038,0.00442,0.000142,0.308,0.838,169.935
83,Backyard,Good Lovelies,2,4qRQplIUkxvDmmRpK2EyfR,0.825,0.593,1,-9.682,1,0.0438,0.37,1.75E-05,0.0546,0.709,118.962
84,Barbie Girl,Aqua,2,2RSOzvKUnfDDrb2nQPfpQU,0.81,0.957,1,-6.049,0,0.0364,0.0165,0.284,0.248,0.962,129.985
85,Beautiful Girls,Sean Kingston,2,1hGy2eLcmC8eKx7qr1tOqx,0.762,0.661,1,-6.075,0,0.0687,0.15,0,0.256,0.769,130.009
86,Beautiful Soul,Jesse Mccartney,2,1HwpWwa6bnqqRhK8agG4RS,0.66,0.666,9,-4.342,1,0.0472,0.0759,0,0.0268,0.933,89.975
87,Beauty In The World,Macy Gray,2,6nsGda4FKwxNaJ85qShY6z,0.678,0.616,7,-9.296,1,0.0305,0.00151,0,0.148,0.692,100.518
88,Best Day Of My Life,American Authors,2,5Hroj5K7vLpIG4FNCRIjbP,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012
89,Billionaire (Feat. Bruno Mars),Travie Mccoy,2,2M9ULmQwTaTGmAdXaXpfz5,0.633,0.673,6,-6.403,0,0.258,0.297,0,0.206,0.659,86.776
90,Billy Brown,MIKA,2,0aNIe4Uy2Iym0XMnxHfmfV,0.672,0.44,7,-7.889,1,0.0454,0.551,2.25E-05,0.204,0.621,122.012
91,Bourgeois Shangri-La,miss li,2,4AC9YjgsGuJKydqaEc1TJq,0.377,0.979,0,-2.846,1,0.0933,0.000844,0.00629,0.305,0.579,191.971
92,Breakdown,Jack Johnson,2,3cnRYoW4nYzIuVPCp7k5iG,0.773,0.394,0,-9.252,1,0.0516,0.627,1.36E-05,0.0953,0.443,74.977
93,Marry You,Bruno Mars,2,22PMfvdz35fFKYnJyMn077,0.62,0.832,10,-4.848,1,0.036,0.332,0,0.104,0.481,144.926
94,Me And You,Ringo Starr,2,1FBFioBHxagY5TUxx8c4HU,0.707,0.494,7,-14.81,1,0.0302,0.141,1.88E-05,0.115,0.825,97.962
95,Mean,Taylor Swift,2,5yEPktRqvIhko5QFF3aBhQ,0.568,0.761,4,-3.987,1,0.0459,0.452,0,0.217,0.789,163.974
96,Mine,Taylor Swift,2,0dBW6ZsW8skfvoRfgeerBF,0.624,0.757,7,-2.94,1,0.0296,0.00265,1.87E-06,0.189,0.658,121.07
97,Misery,Maroon 5,2,6KBYk8OFtod7brGuZ3Y67q,0.704,0.81,4,-4.874,0,0.0425,0.000315,0,0.216,0.726,102.98
98,Mobile,Avril Lavigne,2,3D3B7vahQasg8rdAYrEbNT,0.593,0.726,9,-6.011,1,0.0298,0.00116,0.00495,0.111,0.634,100.412
99,Modern Nature,Sondre Lerche,2,270ueT8Mg9NJZNy9WEVCzq,0.688,0.575,2,-7.304,1,0.0304,0.194,0,0.149,0.609,122.022
100,Move Your Feet,Junior Senior,2,4jacsL77ZYnpInmTtUBaJW,0.755,0.895,9,-2.619,1,0.0883,0.0507,0.0737,0.222,0.844,118.871
101,Moves Like Jagger,Maroon 5,2,0ZAb2I1Ufo7MP0ysP4WBg9,0.698,0.784,11,-3.86,0,0.0548,0.0253,0,0.441,0.699,128.049
102,Mrs. T.,Good Lovelies,2,0i1TWJD4NS99lC2edgudz5,0.677,0.314,2,-12.825,1,0.0346,0.82,0,0.067,0.321,124.059
103,My Baby,Britney Spears,2,5gkgwVSPu1NvkRwPDWb8aq,0.601,0.154,2,-15.975,1,0.0299,0.84,0.00102,0.101,0.159,99.973
104,Never Know,Jack Johnson,2,3dKFxCpVtK3g9KAB8S1FwY,0.928,0.385,1,-7.44,0,0.0546,0.29,1.24E-05,0.12,0.761,102.007
105,No Escape From The Blues,Muddy Waters,2,73iz4pFr1pxVkHHA4GS1bj,0.559,0.845,9,-7.814,1,0.216,0.465,9.70E-05,0.154,0.555,103.427
106,On The Road To Ruin,The Notorious Cherry Bombs,2,37xtNPEaTY8UUnGPTbw4Rr,0.659,0.942,2,-5.64,1,0.0307,0.213,0.0281,0.105,0.854,102.926
107,On Top Of The World,Imagine Dragons,2,0EB67QN982f8rVQ2jVVcOU,0.621,0.947,0,-4.854,1,0.144,0.052,0,0.0812,0.811,100.077
108,Otherside,Viva Brother,2,1E6ye0AwhWcYORf3eSwIzp,0.384,0.808,2,-3.723,1,0.0454,0.0496,9.02E-05,0.0781,0.528,202.113
109,Pacific Coast Party,Smash Mouth,2,6PVUhaicHVxBFjOUDcWfDY,0.659,0.88,5,-4.69,0,0.036,0.00992,0,0.391,0.864,122.193
110,Party Til You Puke,Andrew W.K.,2,1rZYmFybIdfGjsYbPC970I,0.278,0.995,9,-3.475,1,0.077,9.30E-06,1.18E-05,0.304,0.144,192.143
111,Pass Out,Tinie Tempah,2,4Q4K8fikwOmZYmz82Wco4w,0.693,0.891,1,-3.261,1,0.296,0.0281,0,0.143,0.532,91.1
112,Pencil Full Of Lead,Paolo Nutini,2,6ACPfkfDfJfGGE4oKfbiRY,0.735,0.767,7,-6.536,1,0.116,0.324,0,0.146,0.833,106.132
113,Plage,crystal fighters,2,6jPNXRnTy37ADxbihf56rM,0.687,0.832,4,-6.426,1,0.0429,0.0845,0.0149,0.153,0.281,134.012
114,Pleasant Valley Sunday,The Monkees,2,2HqB3VSdiYmDkTTCPzVHOf,0.421,0.727,9,-6.384,1,0.0344,0.203,0,0.235,0.541,89.973
115,Please,Tristan Prettyman,2,69lPNDel1CpqBWH4PuLE9w,0.662,0.821,5,-4.213,1,0.0378,0.134,8.78E-06,0.149,0.77,95.98
116,Pocketful Of Sunshine,Natasha Bedingfield,2,1uigwk5hNV84zRd5YQQRTk,0.721,0.88,9,-3.896,0,0.0454,0.191,0,0.0769,0.655,110.021
117,Polythene Queen,miss li,2,4aydn6tLbBBe1BqCgdKaor,0.779,0.576,4,-5.918,1,0.0314,0.224,2.25E-06,0.0945,0.744,104.979
119,Roll On Down The Highway,Bachman-Turner Overdrive,2,05mzctclS0ZqqTLEiDIGkt,0.475,0.823,7,-11.994,1,0.029,0.00333,0.00839,0.311,0.881,138.981
120,Roll To Me,Del Amitri,2,7LF0YY1gON8rBECsyEs0Wb,0.567,0.821,6,-5.894,1,0.0371,0.418,0,0.108,0.895,150.106
121,Santa Baby,Taylor Swift,2,71IScwIe7bcIlpnlkbKVQw,0.759,0.509,5,-6.593,1,0.0271,0.159,0,0.153,0.75,107.948
122,Satisfied,Ringo Starr,2,2Rwu1wMzakMkSrT3LSzZou,0.402,0.814,6,-4.166,1,0.0347,0.000782,0,0.099,0.683,117.419
123,Saturday'S Child,The Monkees,2,6nXIyELiqsmvM5iLTRgfRK,0.335,0.663,9,-8.06,1,0.0377,0.0666,2.60E-06,0.0512,0.579,142.534
124,Say Hey (I Love You),Michael Franti & Spearhead,2,0nnxf8p851ZR49KFnGWVsB,0.738,0.983,5,-4.374,0,0.0855,0.038,5.93E-06,0.183,0.957,92.998
125,Second Hand,Bachman-Turner Overdrive,2,4tjHiPaduxfDeP8nafinfX,0.481,0.624,4,-12.496,1,0.0364,0.000425,0.00226,0.687,0.848,112.414
126,Shades Of Gray,The Monkees,2,6VBxyQPXxSJKSpK3iY9mln,0.543,0.328,0,-13.124,1,0.0269,0.813,9.43E-06,0.161,0.492,107.386
127,Shake Up Christmas 2011,Natasha Bedingfield,2,57fDcLa203GnDF9OYJd6mV,0.614,0.754,0,-6.83,1,0.0966,0.00176,0.00625,0.453,0.685,82.009
128,She,The Monkees,2,33gpH6M10smcgSDUYescVD,0.474,0.622,6,-7.393,0,0.0393,0.174,0,0.141,0.702,119.228
129,Shock Me Into Love,Lenka,2,6wv5jqpXdqxdovdF9wrT9L,0.744,0.6,2,-6.761,1,0.0426,0.0555,0.935,0.085,0.947,128.002
130,Should'Ve Said No,Taylor Swift,2,16MVSD0mGI4RMQT83Qzm69,0.476,0.777,4,-3.771,0,0.0289,0.0103,0,0.196,0.472,167.964
132,Smoke,Tristan Prettyman,2,2WPeycD6MA3Kqs8fsR5J8I,0.701,0.654,5,-5.318,1,0.0248,0.406,9.80E-06,0.186,0.666,101.94
133,So Much Love,the rocket summer,2,3Q4mpD9y7v3Rro0aCuaAOf,0.506,0.948,7,-3.124,1,0.0849,0.0329,0,0.276,0.524,131.032
134,Some Nights (Intro),Fun.,2,1JAI5Ia020mdGH2wMQEacy,0.48,0.238,0,-10.587,1,0.0569,0.78,8.65E-05,0.631,0.308,132.972
135,Somedays,Room Eleven,2,6H3rh1ZfthBfB7wRt42G3E,0.688,0.392,11,-11.087,0,0.157,0.482,0,0.0877,0.847,96.196
136,Something Good Can Work,Two Door Cinema Club,2,5yDX0yhtLyf0zEXEqXqyAa,0.648,0.833,0,-5.321,1,0.0327,0.00583,0.000787,0.178,0.64,119.935
137,Sometime In The Morning,The Monkees,2,29MWHZL3EnA792mpBpabvU,0.377,0.537,4,-6.811,1,0.0332,0.168,0.00528,0.0831,0.421,126.173
138,Songs Like This,Carrie Underwood,2,0AqE1fmcWjKjrYNcTphhEM,0.324,0.801,6,-2.973,1,0.0796,0.0172,0,0.317,0.472,184.716
139,Stacy's Mom,Fountains of Wayne,2,27L8sESb3KR79asDUBu8nW,0.774,0.75,11,-4.927,0,0.0412,0.00207,1.78E-05,0.0808,0.927,118.015
140,Stay The Night,James Blunt,2,7FFl1IHSsPWsfUCladsCl9,0.528,0.886,11,-6.249,0,0.0329,0.0159,0,0.0758,0.8,96.001
141,Stutter,Maroon 5,2,7zmJyZL3DfYBBYbY8Rve6W,0.711,0.882,1,-2.772,0,0.0333,0.0171,0,0.111,0.813,119.991
143,Sunshine,Matt Costa,2,3fXj9X3BxYm0yrJfq1Z90W,0.691,0.387,3,-7.405,1,0.0277,0.291,0,0.203,0.485,82.528
144,Sunshine In The Rain,Bwo,2,4PZT9cSj0INWJSwx0WhTVD,0.65,0.876,5,-4.377,0,0.0309,0.0222,0.00393,0.257,0.836,127.996
145,Sweet Sixteen,Hilary Duff,2,26hxS5JLqql7qCX4IzoLt3,0.568,0.919,4,-3.675,1,0.058,0.00808,0.000276,0.347,0.712,127.034
146,Take A Giant Step,The Monkees,2,2wX3vFeFloLgtOGsdd26Mw,0.446,0.651,9,-9.964,1,0.0365,0.124,4.91E-06,0.235,0.674,101.962
147,Take It Off,Andrew W.K.,2,50FwQtzc76oc5M6MJqeZOh,0.345,0.982,4,-4.119,1,0.051,0.000297,1.17E-06,0.697,0.593,175.649
148,The Airway,Owl City,2,3Cy5wM1kAWdQ364r0zp8LD,0.665,0.517,9,-9.264,1,0.0289,0.32,0,0.0925,0.609,120.003
149,The Day I Died,Just Jack,2,2gbKZCQspjVFoQNTH1PpM7,0.633,0.592,1,-8.297,0,0.0508,0.184,0,0.334,0.599,86.028
150,The Girl I Knew Somewhere,The Monkees,2,5FOh9frnN5RMHgVOTYoTGI,0.466,0.802,0,-8.769,1,0.035,0.0488,0,0.0728,0.964,175.145
151,The Lazy Song,Bruno Mars,2,1ExfPZEiahqhLyajhybFeS,0.738,0.804,11,-3.851,1,0.0621,0.332,0,0.279,0.949,174.943
152,The Love That Harms,John Hiatt,2,36WNKuYSNvQleA0k87wklK,0.545,0.532,7,-12.017,1,0.027,0.00385,9.39E-05,0.132,0.866,132.016
153,The Saltwater Room,Owl City,2,2tZIVD0ZPxpsoFx7hvAjWh,0.641,0.686,0,-6.727,1,0.0261,0.053,5.05E-05,0.159,0.669,111.994
154,The Show,Lenka,2,1mHoqHeQClLBp5UO3TbUac,0.753,0.59,0,-4.144,1,0.0317,0.259,0,0.0836,0.593,123.028
156,To All The Girls,Aaron Carter,2,6je2PjAX3HRzrllq6Ysh6l,0.626,0.924,7,-5.453,1,0.0333,0.0244,0,0.189,0.785,98.511
157,Tonight Tonight,Hot Chelle Rae,2,2i0AUcEnsDm3dsqLrFWUCq,0.686,0.783,4,-4.977,1,0.119,0.0764,0,0.163,0.814,99.978
158,Top Of The World,Carpenters,2,1Ehdm1PDlKrdfyBsjwEvd1,0.379,0.343,10,-12.993,1,0.0385,0.806,0,0.0991,0.694,184.301
159,Treacherous,Taylor Swift,2,0XfOV7qY3834QpFVwOb6CC,0.705,0.621,2,-8.086,1,0.0334,0.101,4.30E-06,0.147,0.395,109.993
160,True Love,The Fabulous Thunderbirds,2,1MoRUpFV4SmGYU3IhbrK9B,0.44,0.879,0,-12.412,1,0.0405,0.13,0.000285,0.317,0.922,167.718
161,Two Doors Down,Mark Burchfield,2,2atnFyJisDrLyv8HdAVflG,0.665,0.623,7,-7.816,1,0.0326,0.356,0.858,0.0766,0.714,98.945
162,Up And Up,Relient K,2,4X8PrIUuZyRUqUx4EYZzAF,0.528,0.926,0,-3.136,1,0.0347,0.00331,0,0.305,0.401,145.987
163,Valleri,The Monkees,2,49EoBTPBSmPUeRmPTJsIBX,0.401,0.637,8,-6.415,0,0.0703,0.234,0.0181,0.322,0.515,152.612
164,Wait A Minute,The Notorious Cherry Bombs,2,0umCyeRBbvq7da5eSMs0cQ,0.721,0.931,4,-4.306,1,0.0352,0.273,0,0.287,0.968,139.201
165,Wake Me Up Before You Go Go,Wham,2,0ikz6tENMONtK6qGkOrU3c,0.62,0.574,0,-11.893,1,0.0421,0.272,0,0.0607,0.9,81.548
166,Walking On Sunshine,Katrina And The Waves,2,05wIrZSwuaVWhcv5FfqeH0,0.596,0.869,10,-11.97,1,0.037,0.0116,0.173,0.0678,0.944,109.902
167,Walking The Dog,Fun.,2,50g0it8QsUikGOHTEOaNXC,0.763,0.631,2,-6.424,1,0.0652,0.0436,0,0.425,0.839,108.515
168,We Are Golden,MIKA,2,4G0oTxAqWyKo59oLjiuIzk,0.543,0.86,0,-5.181,1,0.0679,0.0051,0.114,0.108,0.395,123.015
169,We Will Not Grow Old,Lenka,2,3nVmpLFhuSMSrkyLbch41k,0.677,0.631,10,-5.029,1,0.0275,0.26,0.000128,0.117,0.48,119.968
170,We're Going To Be Friends,The White Stripes,2,1N883b1C3trjGcx2h4E99B,0.533,0.459,7,-5.499,1,0.0277,0.687,0,0.0773,0.386,97.213
171,What Makes You Beautiful,One Direction,2,4cluDES4hQEUhmXj6TXkSo,0.726,0.787,4,-2.494,1,0.0737,0.009,0,0.0596,0.888,124.99
172,Whatever You Like (Single Version),Anya Marina,2,5qX2ZJoLEyFCTAdaCqUo7s,0.663,0.643,5,-4.383,1,0.0316,0.535,0,0.308,0.368,121.97
173,When I Go,Slow Club,2,7oIjNAGO9guYVTra0ZnBAB,0.677,0.191,4,-14.832,1,0.0554,0.78,0,0.0858,0.652,115.308
174,"Whenever, Wherever",Shakira,2,2lnzGkdtDj5mtlcOW2yRtG,0.793,0.832,1,-4.862,0,0.0406,0.236,1.12E-05,0.202,0.872,107.661
